index,Location,Area,Country,coords,latitude,longitude
5269.0,"Nimitz State Beach, Oahu",Hawaii,USA,"(21.3029433, -158.0468182)",21.3029433,21.3029433
5271.0,"Samoa Beach, Humboldt County",California,USA,"(40.7450055, -123.8695086)",40.7450055,40.7450055
5277.0,"Santa Maria Island, Manatee County",Florida,USA,"(27.5041264, -82.7144811)",27.5041264,27.5041264
5282.0,"Santa Maria Island, Manatee County",Florida,USA,"(27.5041264, -82.7144811)",27.5041264,27.5041264
5323.0,"Palm Beach Inlet, Palm Beach County",Florida,USA,"(26.770726, -80.039254)",26.770726,26.770726
5337.0,"Leftovers near Chun's Reef, Oahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,21.4389123
5341.0,Off Catalina Island,California,USA,"(33.3878856, -118.4163103)",33.3878856,33.3878856
5343.0,"Leffingwell Landing, Cambria,  San Luis Obispo County",California,USA,"(35.5641381, -121.0807468)",35.5641381,35.5641381
5345.0,"Iroquiois Point, Oahu",Hawaii,USA,"(21.3275, -157.9802778)",21.3275,21.3275
5348.0,"Avon, Hatteras Island, Outer Banks, Dare County",North Carolina,USA,"(35.5584932, -75.4665158)",35.5584932,35.5584932
5362.0,"Bathtub Reef  Beach, Stuart, Martin County",Florida,USA,"(27.197548, -80.2528257)",27.197548,27.197548
5364.0,"Kahana Beach, Maui",Hawaii,USA,"(20.9766667, -156.6825)",20.9766667,20.9766667
5378.0,"Ballston Beach, Truro, Cape Cod",Massachusetts,USA,"(42.0000381, -70.02003189999999)",42.0000381,42.0000381
5379.0,"Maha‘ulepu Beach, Kauai",Hawaii,USA,"(21.8889421, -159.4160185)",21.8889421,21.8889421
5396.0,"South Beach, Miami-Dade County",Florida,USA,"(25.7826123, -80.1340772)",25.7826123,25.7826123
5397.0,"Lori Wilson Park, Cocoa Beach, Brevard  County",Florida,USA,"(28.3365435, -80.6084072)",28.3365435,28.3365435
5400.0,"Spanish House Beach, Brevard County",Florida,USA,"(27.9271447, -80.4879821)",27.9271447,27.9271447
5406.0,"Kanaha Beach, Maui",Hawaii,USA,"(20.9026526, -156.4375223)",20.9026526,20.9026526
5409.0,"Surf Beach, Lompoc, Santa Barbara County",California,USA,"(34.6826025, -120.6063256)",34.6826025,34.6826025
5411.0,"Humboldt Bay, Eureka, Humboldt County",California,USA,"(40.7195153, -124.242601)",40.7195153,40.7195153
5412.0,"Davidson's Surf Break, Kekaha, Kaua'i",Hawaii,USA,"(21.9708333, -159.715)",21.9708333,21.9708333
5434.0,"""Stuart Rocks"", Martin County",Florida,USA,"(27.0804935, -80.4103957)",27.0804935,27.0804935
5455.0,"Near Boynton Beach, Palm Beach County",Florida,USA,"(26.5317866, -80.0905465)",26.5317866,26.5317866
5461.0,"Tourmaline Surf Park, San Diego County",California,USA,"(32.8054224, -117.2616612)",32.8054224,32.8054224
5466.0,"Halewia, Oahu",Hawaii,USA,"(21.5777, -158.1166)",21.5777,21.5777
5468.0,"Off Snipe Point, Florida Keys, Monroe County",Florida,USA,"(24.6670875, -81.58314209999999)",24.6670875,24.6670875
5473.0,Kona Coast State Park,Hawaii,USA,"(19.8967662, -155.5827818)",19.8967662,19.8967662
5476.0,"Pacific State , San Mataeo County",California,USA,"(37.5386681, -122.297781)",37.5386681,37.5386681
5483.0,"Butler Beach, St Augustine,       St. Johns County",Florida,USA,"(29.8499885, -81.27833969999999)",29.8499885,29.8499885
5497.0,"Makenat, Maui",Hawaii,USA,"(20.65884, -156.437698)",20.65884,20.65884
5498.0,"Pillar Point, Half-Moon Bay, San Mateo County",California,USA,"(37.4954777, -122.4979877)",37.4954777,37.4954777
5503.0,Catalina Channel,California,USA,"(34.1887263, -119.2071878)",34.1887263,34.1887263
5504.0,"Butterfly Beach, Montecito, Santa Barbara County",California,USA,"(34.4176221, -119.6491956)",34.4176221,34.4176221
5507.0,Key West Aquarium,Florida,USA,"(24.5590697, -81.807332)",24.5590697,24.5590697
5513.0,"Casino Beach, Pensacola, Escambia County",Florida,USA,"(30.3318921, -87.1407067)",30.3318921,30.3318921
5520.0,"Bunkers, Humboldt Bay, Eureka, Humboldt County",California,USA,"(40.8020712, -124.1636729)",40.8020712,40.8020712
5524.0,"Pila'a Beach, Kaua'i",Hawaii,USA,"(22.2147222, -159.3658333)",22.2147222,22.2147222
5530.0,"Kanaha Beach, Maui",Hawaii,USA,"(20.9026526, -156.4375223)",20.9026526,20.9026526
5537.0,"Keawekapu Beach, Kihei, Maui",Hawaii,USA,"(20.7051738, -156.4456573)",20.7051738,20.7051738
5539.0,"Between  Makena & Molokini, Maui",Hawaii,USA,"(20.6309516, -156.4954163)",20.6309516,20.6309516
5555.0,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Florida,USA,"(27.2946028, -80.21643159999999)",27.2946028,27.2946028
5561.0,Macarthur State Park,Florida,USA,"(26.8119274, -80.08738319999999)",26.8119274,26.8119274
5574.0,"Coligny Beach, Hilton Head, Beaufort County",South Carolina,USA,"(32.1411347, -80.75191389999999)",32.1411347,32.1411347
5575.0,"Bethel Shoals, Indian River County",Florida,USA,"(27.6947732, -80.54384499999999)",27.6947732,27.6947732
5579.0,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Florida,USA,"(28.010895, -80.5302978)",28.010895,28.010895
5597.0,"Oceano Dunes State Beach, San Luis Obispo County",California,USA,"(35.3102296, -120.4357631)",35.3102296,35.3102296
5610.0,"Table Beach, Brevard County",Florida,USA,"(28.2666061, -80.60564339999999)",28.2666061,28.2666061
5611.0,"South of Cocoa Beach, Brevard County",Florida,USA,"(28.3200067, -80.6075513)",28.3200067,28.3200067
5614.0,"Lake Ponchartain off Southshore Harbor, New Orleans",Louisiana,USA,"(29.95106579999999, -90.0715323)",29.95106579999999,29.95106579999999
5615.0,"Lori Wilson Park, Cocoa Beach, Brevard  County",Florida,USA,"(28.3365435, -80.6084072)",28.3365435,28.3365435
5618.0,"3 to 4 miles west of Indian Pass, Gulf County",Florida,USA,"(29.677653, -85.22765)",29.677653,29.677653
5620.0,"Off Masonboro Island, New Hanover County",North Carolina,USA,"(34.1677024, -77.8357585)",34.1677024,34.1677024
5630.0,"Fletcher Beach, Hutchinson Island, Martin County",Florida,USA,"(27.0804935, -80.4103957)",27.0804935,27.0804935
5632.0,"Katrina Cut, Dauphin Island, Mobile County",Alabama,USA,"(30.2542565, -88.1124155)",30.2542565,30.2542565
5638.0,"Walls Beach, Vandenberg AFB, Santa Barbara County",California,USA,"(34.7582101, -120.5163949)",34.7582101,34.7582101
5655.0,"Airplane Beach, Lahina, West Maui",Hawaii,USA,"(20.7983626, -156.3319253)",20.7983626,20.7983626
5656.0,"Indian Harbor Beach, Brevard County",Florida,USA,"(28.1489021, -80.5883855)",28.1489021,28.1489021
5670.0,"Windsor Beach, Indian River County",Florida,USA,"(27.7886508, -80.4145669)",27.7886508,27.7886508
5677.0,Off Panama City,Florida,USA,"(30.064319, -85.4632586)",30.064319,30.064319
5691.0,"3 miles off Jupiter, Palm Beach County",Florida,USA,"(26.873483, -80.07473499999999)",26.873483,26.873483
5709.0,"Lori Wilson Park, Cocoa Beach, Brevard  County",Florida,USA,"(28.3365435, -80.6084072)",28.3365435,28.3365435
