index,Location,Area,Country,coords,latitude,longitude
418,"In the bay near the naval yard at Pensacola, Escambia County",Florida,USA,"(30.42130899999999, -87.2169149)",30.42130899999999,-87.2169149
429,"Bull’s Bay, near Charleston",South Carolina,USA,"(32.9420537, -79.5996716)",32.9420537,-79.5996716
447,Kau District,Hawaii,USA,"(19.8967662, -155.5827818)",19.8967662,-155.5827818
448,Kau District,Hawaii,USA,"(19.8967662, -155.5827818)",19.8967662,-155.5827818
449,Kau District,Hawaii,USA,"(19.8967662, -155.5827818)",19.8967662,-155.5827818
463,"Hamakua Homakua, Hawai'i",Hawaii,USA,"(19.5429151, -155.6658568)",19.5429151,-155.6658568
465,"Shrewsbury River, Highlands, Monmouth County",New Jersey,USA,"(40.364998, -74.0343379)",40.364998,-74.0343379
466,"Sandy Hook Bay, Highlands, Monmouth County",New Jersey,USA,"(40.4364582, -74.0417628)",40.4364582,-74.0417628
467,"Shrewsbury River, Highlands, Monmouth County", New Jersey,USA,"(40.364998, -74.0343379)",40.364998,-74.0343379
476,"Between Lake Worth & Biscayne Bay, near Hillsboro",Florida,USA,"(27.6648274, -81.5157535)",27.6648274,-81.5157535
497,West Bay near Galveston ,Texas,USA,"(29.1397435, -95.05660689999999)",29.1397435,-95.05660689999999
512,"Off Normandie-by-the-Sea, Monmouth County",New Jersey,USA,"(40.2589455, -74.12399599999999)",40.2589455,-74.12399599999999
519,"Off Longport, Atlantic County",New Jersey,USA,"(39.3120239, -74.5275589)",39.3120239,-74.5275589
554,"Woolsey's Point, East River",New York,USA,"(40.8048011, -73.8124984)",40.8048011,-73.8124984
560,"North Beach, St. Augustine",Florida,USA,"(27.7786048, -80.40818929999999)",27.7786048,-80.40818929999999
574,"Near the mouth of the Cape Fear River, Brunswick County",North Carolina,USA,"(34.3479999, -78.0594874)",34.3479999,-78.0594874
593,30 miles south of Lynn,Massachusetts,USA,"(42.4882381, -70.88764549999999)",42.4882381,-70.88764549999999
603,"a creek near Jacksonville, Duval County",Florida,USA,"(30.454032, -81.5994296)",30.454032,-81.5994296
619,Off Kohala,Hawaii,USA,"(20.0859161, -155.7171332)",20.0859161,-155.7171332
621,Near a small wreck in a channel at Indian Key,Florida,USA,"(28.4549993, -82.6856571)",28.4549993,-82.6856571
633,"Trout River, Panama Park",Florida,USA,"(30.3910318, -81.6454586)",30.3910318,-81.6454586
640,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
651,Indian River Inlet / Fort Pierce Inlet,Florida,USA,"(27.6648274, -81.5157535)",27.6648274,-81.5157535
671,"Near Port Lavaca, Calhoun County",Texas,USA,"(28.654051, -96.68131299999999)",28.654051,-96.68131299999999
674,"Koko Head, south side of O'ahu Island",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
684,"Off Diamond Head, Honolulu, O'ahu",Hawaii,USA,"(21.2573, -157.8155)",21.2573,-157.8155
706,"Davis Shore, east of Beaufor, Carteret Countyt",North Carolina,USA,"(34.715813, -76.6263879)",34.715813,-76.6263879
734,"Pepe'ekeo, Honomu, Hawai'i",Hawaii,USA,"(19.8733333, -155.1175)",19.8733333,-155.1175
740,"Garden Key, Charlotte County",Florida,USA,"(26.894038, -82.19534600000001)",26.894038,-82.19534600000001
743,Small creek near Coles Island,South Carolina,USA,"(33.836081, -81.1637245)",33.836081,-81.1637245
746,Lower Delaware Bay,New Jersey,USA,"(39.029509, -74.933741)",39.029509,-74.933741
751," Kalepolepo, Kihei, Maui",Hawaii,USA,"(20.7669444, -156.4625)",20.7669444,-156.4625
788,"16 miles north of Fort Pierce Inlet, Indian River County ",Florida,USA,"(27.6947732, -80.54384499999999)",27.6947732,-80.54384499999999
796,"Off Fort Gaines, Dauphin Island",Alabama,USA,"(30.2542565, -88.1124155)",30.2542565,-88.1124155
812,Delaware Lightship,Delaware,USA,"(38.77287219999999, -75.1589609)",38.77287219999999,-75.1589609
815,Galveston Ship Channel,Texas,USA,"(29.7013917, -95.0091855)",29.7013917,-95.0091855
886,"Matawan Creek, 10 miles from the sea",New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,-74.4056612
887,"Matawan Creek, 10 miles from the sea",New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,-74.4056612
888,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea",New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,-74.4056612
891,"Atlantic, near New Bern, Craven County",North Carolina,USA,"(35.0952112, -77.0839683)",35.0952112,-77.0839683
893,"Sewell’s Point, near Palm Beach",Florida,USA,"(26.7056206, -80.0364297)",26.7056206,-80.0364297
916,Papaikou plantation ,Hawaii,USA,"(19.7878627, -155.1098396)",19.7878627,-155.1098396
917,"Near Panama City, Bay County",Florida,USA,"(30.1588129, -85.6602058)",30.1588129,-85.6602058
923,"Florida Keys 25ºN,82ºW",Florida,USA,"(27.6648274, -81.5157535)",27.6648274,-81.5157535
924,"James Island Sound, Charleston",South Carolina,USA,"(32.7283943, -79.93274509999999)",32.7283943,-79.93274509999999
925,Gadsden Point Tampa Bay,Florida,USA,"(27.8222481, -82.4731503)",27.8222481,-82.4731503
940,"Woodcliff Channel, Freeport, Long Island",New York,USA,"(40.6576022, -73.58318349999999)",40.6576022,-73.58318349999999
967,"Municipal Pier, St. Petersburg, Tampa bay",Florida,USA,"(27.7495159, -82.5834947)",27.7495159,-82.5834947
971,"Keawanui, Kamalo, Moloka'i",Hawaii,USA,"(21.1443935, -157.0226297)",21.1443935,-157.0226297
974,Ocean City (offshore),New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,-74.4056612
977,Ocean City (offshore),New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,-74.4056612
1011,"Folly Island, near Charleston",South Carolina,USA,"(32.6656417, -79.9206694)",32.6656417,-79.9206694
1025,"Folly Island, near Charleston",South Carolina,USA,"(32.6656417, -79.9206694)",32.6656417,-79.9206694
1038,"Hilo Bay Yacht Club, Hilo, Hawai'i",Hawaii,USA,"(19.7297222, -155.09)",19.7297222,-155.09
1042,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",California,USA,"(37.6016892, -121.7195459)",37.6016892,-121.7195459
1043,20 miles off Seabright,New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,-74.4056612
1055,Catalina Channel,California,USA,"(34.1887263, -119.2071878)",34.1887263,-119.2071878
1074,Off Florida coast,Gulf of Mexico,USA,,,
1090,Off shore,New Jersey,USA,"(40.83238, -74.516831)",40.83238,-74.516831
1099,Indian River area,Florida,USA,"(28.4871212, -82.4993078)",28.4871212,-82.4993078
1112,"Sea Spray, Palm Beach",Florida,USA,"(26.7077495, -80.03656749999999)",26.7077495,-80.03656749999999
1142,70 miles off Tarpon Springs,Florida,USA,"(28.188032, -82.7317862)",28.188032,-82.7317862
1149,"Palm Beach Inlet, Palm Beach County",Florida,USA,"(26.770726, -80.039254)",26.770726,-80.039254
1175,Sandy Hook (ocean side),New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,-74.4056612
1179,1 mile ESE of Navesink,New Jersey,USA,"(40.4017598, -74.03681170000002)",40.4017598,-74.03681170000002
1183,"Municipal Beach, West Palm Beach, Palm Beach County",Florida,USA,"(26.6995753, -80.0330578)",26.6995753,-80.0330578
1184,"Municipal Beach, West Palm Beach, Palm Beach County",Florida,USA,"(26.6995753, -80.0330578)",26.6995753,-80.0330578
1193,"1 mile off Mala Wharf, Lahaina, Maui",Hawaii,USA,"(20.8783333, -156.6825)",20.8783333,-156.6825
1199,Off Ocean City,New Jersey,USA,"(39.27272800000001, -74.585582)",39.27272800000001,-74.585582
1200,10 miles offshore from Sea Isle City,New Jersey,USA,"(39.1534477, -74.6929387)",39.1534477,-74.6929387
1205,"Offshore, between Mantoloking & Point Pleasant, Ocean County",New Jersey,USA,"(40.0831714, -74.0681931)",40.0831714,-74.0681931
1225,"Folly Island, near Charleston",South Carolina,USA,"(32.6656417, -79.9206694)",32.6656417,-79.9206694
1226,North end of Morris Island at mouth of Charleston Harbor,South Carolina,USA,"(33.836081, -81.1637245)",33.836081,-81.1637245
1230,"Pawley’s Island, north of Charleston",South Carolina,USA,"(32.7764749, -79.93105120000001)",32.7764749,-79.93105120000001
1280,50 miles offshore,New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,-74.4056612
1283,Santa Barbara Channel,California,USA,"(34.241944, -119.89)",34.241944,-119.89
1284,Santa Barbara Channel,California,USA,"(34.241944, -119.89)",34.241944,-119.89
1289,"Brown’s Inlet on New River, Onslow Beach",North Carolina,USA,"(34.570442, -77.2685663)",34.570442,-77.2685663
1309,Long Branch (offshore),New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,-74.4056612
1310,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",Massachusetts,USA,"(41.7453829, -70.618087)",41.7453829,-70.618087
1311,"Pamlico Sound off Frisco, Dare County",North Carolina,USA,"(35.2298559, -75.63248759999999)",35.2298559,-75.63248759999999
1350,Off Cape Hatteraa,North Carolina,USA,"(35.9091533, -75.59728740000001)",35.9091533,-75.59728740000001
1353,On one of the sounds near Wilmington,North Carolina,USA,"(34.2257255, -77.9447102)",34.2257255,-77.9447102
1369,Near Encino,California,USA,"(34.1517492, -118.5214282)",34.1517492,-118.5214282
1382,"At sea, several hundred miles south east of Cape Henry, Virginia",Atlantic Ocean,USA,,,
1383,"West Bay, 19 miles from Galveston",Texas,USA,"(29.3013479, -94.7976958)",29.3013479,-94.7976958
1386,Off San Pedro,California,USA,"(33.7362675, -118.2806844)",33.7362675,-118.2806844
1388,"Kane'ohe Bay, Mokapu, O'ahu",Hawaii,USA,"(21.4222, -157.7486)",21.4222,-157.7486
1435,15 miles south of Jones Inlet,New York,USA,"(43.7545099, -74.79294879999999)",43.7545099,-74.79294879999999
1436,"Nankuli, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
1437,Brielle (Offshore),New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,-74.4056612
1438,Sullivan's Island at entrance to Charleston Harbor,South Carolina,USA,"(33.836081, -81.1637245)",33.836081,-81.1637245
1488,"Midway, Northwestern Hawaiian Islands",Hawaii,USA,"(28.4166643, -178.333395)",28.4166643,-178.333395
1489,"Midway Island, Northwestern Hawaiian Islands",Hawaii,USA,"(28.4166643, -178.333395)",28.4166643,-178.333395
1490,"Midway Island, Northwestern Hawaiian Islands",Hawaii,USA,"(28.4166643, -178.333395)",28.4166643,-178.333395
1499,"3 miles from shore off McGregor Point, Maui",Hawaii,USA,"(20.7983626, -156.3319253)",20.7983626,-156.3319253
1508,"40 miles off Islamorada, near Cay Sal",Florida,USA,"(27.6648274, -81.5157535)",27.6648274,-81.5157535
1511,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,Florida,USA,"(27.6648274, -81.5157535)",27.6648274,-81.5157535
1545,3 miles north of the inlet at Palm Beach,Florida,USA,"(26.7056206, -80.0364297)",26.7056206,-80.0364297
1553,"Ocracoke Inlet, Carteret County",North Carolina,USA,"(35.0861054, -76.0333885)",35.0861054,-76.0333885
1602,"Off Waianae, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
1607,In a canal 10 miles north of St Augustine,Florida,USA,"(29.9012437, -81.31243409999999)",29.9012437,-81.31243409999999
1625,"Gulf of Mexico between Brownsville & Carmen, Mexico",Texas,USA,"(31.9685988, -99.9018131)",31.9685988,-99.9018131
1638,"Off Makapauu Point, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
1639,"Off Makapauu Point, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
1666,10 miles off Redondo Beach,California,USA,"(33.8491816, -118.3884078)",33.8491816,-118.3884078
1667,"Oketee River, Jasper County",South Carolina,USA,"(32.491436, -81.0754657)",32.491436,-81.0754657
1701,275 miles northeast of Miami,Florida,USA,"(25.7497583, -80.26022139999999)",25.7497583,-80.26022139999999
1702,"Beach 103rd Street, Rockaway ",New York,USA,"(40.6072485, -73.8163883)",40.6072485,-73.8163883
1703,"Rock Harbor, Key Largo",Florida,USA,"(25.0767934, -80.4603363)",25.0767934,-80.4603363
1705,Near Port Arthur,Texas,USA,"(29.8849504, -93.93994699999999)",29.8849504,-93.93994699999999
1730,"Kapehu Beach, Laupahoehoe, Hawai'i",Hawaii,USA,"(19.9869444, -155.235)",19.9869444,-155.235
1760,"Mona Island, 40 miles west of the mainland ",Puerto Rico,USA,,,
1762,Off Santa Monica,California,USA,"(34.073746, -118.468529)",34.073746,-118.468529
1766,"Between Ala Moana Channel & Kewalo Basin, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
1771,"Maile Beach, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
1772,"Pacific Grove, Monterey Bay",California,USA,"(36.618264, -121.9017919)",36.618264,-121.9017919
1794,Kaula Rock near Niihau ,Hawaii,USA,"(21.8921433, -160.1574878)",21.8921433,-160.1574878
1799,"Maile Beach, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
1802,"Waiau, Pearl Harbor, O'ahu",Hawaii,USA,"(21.3893, -157.9595)",21.3893,-157.9595
1804,200 miles east of Savannah,Georgia,USA,"(31.91616669999999, -81.0788331)",31.91616669999999,-81.0788331
1843,150 miles off Cape Henry,Virginia,USA,"(36.9315359, -76.01993139999999)",36.9315359,-76.01993139999999
1845,Wilkes Islet Lagoon,Wake Island (Pacific Ocean north of the Marshall Islands),USA,,,
1852,Chicago (Lake Michigan),Illinois,USA,"(43.4501005, -87.22201869999999)",43.4501005,-87.22201869999999
1875,Occupasstuxet  (Patuxent) Cove,Rhode Island,USA,"(41.5800945, -71.4774291)",41.5800945,-71.4774291
1882,"Zuma Beach, Santa Monica",California,USA,"(33.9952115, -118.4766449)",33.9952115,-118.4766449
1892,½ mile offshore & 9 miles north of Fort Pierce,Florida,USA,"(27.4467056, -80.3256056)",27.4467056,-80.3256056
1897,"Virginia Beach, Princess Anne County",Virginia,USA,"(36.840716, -76.038781)",36.840716,-76.038781
1898,"Virginia Beach, Princess Anne County",Virginia,USA,"(36.840716, -76.038781)",36.840716,-76.038781
1920,"Van Ness Municipal Pier, San Francisco",California,USA,"(37.81053, -122.412801)",37.81053,-122.412801
1930,North coast,Puerto Rico,USA,,,
1959,"South Beach, Fort Pierce",Florida,USA,"(27.5488879, -80.33919809999999)",27.5488879,-80.33919809999999
1966,"Atascadero Beach, Morro Bay, San Luis Obispo County",California,USA,"(35.3659445, -120.8499924)",35.3659445,-120.8499924
1967,"8 miles off St. Marks, Wakulla County",Florida,USA,"(30.1610379, -84.2062825)",30.1610379,-84.2062825
1972,"Salter Path, Atlantic Beach, Carteret County",North Carolina,USA,"(34.6923419, -76.8449713)",34.6923419,-76.8449713
1974,"Miami Seaquarium, Virginia Key, Miami",Florida,USA,"(25.735003, -80.16410499999999)",25.735003,-80.16410499999999
2005,1 mile off Miami Beach,Florida,USA,"(25.7698959, -80.1352587)",25.7698959,-80.1352587
2009,"Turtle Beach, Siesta Key, near Sarasota",Florida,USA,"(27.218954, -82.514972)",27.218954,-82.514972
2020,"9 miles north of Turtle Beach, Siesta Key",Florida,USA,"(27.2669722, -82.54634399999999)",27.2669722,-82.54634399999999
2035,"Near Twin Islands off Lanikai, O'ahu (east coast)",Hawaii,USA,"(19.8967662, -155.5827818)",19.8967662,-155.5827818
2061,Vaca Cut Channel & bridge under Marathon,Florida,USA,"(24.750118, -80.9876792)",24.750118,-80.9876792
2064,"Hilo, off Kaua'i",Hawaii,USA,"(21.9661076, -159.5737912)",21.9661076,-159.5737912
2080,Off La Jolla Cove,California,USA,"(33.2331651, -117.3041816)",33.2331651,-117.3041816
2083,"Alligator Head, La Jolla, San Diego County",California,USA,"(32.8328112, -117.2712717)",32.8328112,-117.2712717
2084,In kelp beds off La Jolla,California,USA,"(32.8328112, -117.2712717)",32.8328112,-117.2712717
2086,"Savannah Beach, Savannah",Georgia,USA,"(32.0221579, -80.8588261)",32.0221579,-80.8588261
2088,"LaJolla, San Diego County",California,USA,"(32.8328112, -117.2712717)",32.8328112,-117.2712717
2098,"Oak Beach, Fire Inlet",New York,USA,"(40.6305628, -73.26265149999999)",40.6305628,-73.26265149999999
2099,Between False Klamath & mouth of Klamath River,California,USA,"(41.8612461, -122.825589)",41.8612461,-122.825589
2100,"Albergotti Creek, near Air Station boat docks, Beaufort",South Carolina,USA,"(32.4315813, -80.6698286)",32.4315813,-80.6698286
2101,Off Port Everglades,Florida,USA,"(26.0937112, -80.12466429999999)",26.0937112,-80.12466429999999
2111,"Near Paradise Cove, Malibu, Los Angeles County",California,USA,"(34.0188433, -118.7861131)",34.0188433,-118.7861131
2114,120 miles southeast of New Orleans,In Gulf of Mexico off Louisiana,USA,"(30.9842977, -91.96233269999999)",30.9842977,-91.96233269999999
2149,"Between Keawakapu & Makena, Maui",Hawaii,USA,"(20.65884, -156.437698)",20.65884,-156.437698
2153,"Off Boca Raton Hotel & Club, Boca Raton",Florida,USA,"(26.3683064, -80.1289321)",26.3683064,-80.1289321
2168,"Lignum Vitae Channel, Florida Keys",Florida,USA,"(24.5557359, -81.7826537)",24.5557359,-81.7826537
2172,"North picnic area, Jekyll Island, Glynn County",Georgia,USA,"(31.0319318, -81.4168936)",31.0319318,-81.4168936
2174,10 miles off Santa Barbara,California,USA,"(34.8950268, -120.4303049)",34.8950268,-120.4303049
2175,2 miles east of Dania Beach,Florida,USA,"(26.0850513, -80.17728199999999)",26.0850513,-80.17728199999999
2178,"Little River Beach, Horry County",South Carolina,USA,"(33.891341, -78.566541)",33.891341,-78.566541
2186,Key Largo Sound,Florida,USA,"(25.1339975, -80.3909164)",25.1339975,-80.3909164
2191,"Off Eames Monument, Bridgeport",Connecticut,USA,"(41.1865478, -73.19517669999999)",41.1865478,-73.19517669999999
2192,30 miles east of Corpus Christi,Texas,USA,"(27.6556838, -97.3083479)",27.6556838,-97.3083479
2207,"Off Point Mugu, Ventura County",California,USA,"(34.08556240000001, -119.060935)",34.08556240000001,-119.060935
2213,"Hutchinson Island Beach, Martin County",Florida,USA,"(27.0804935, -80.4103957)",27.0804935,-80.4103957
2235,"Topanga Canyon Beach, Santa Monica Bay",California,USA,"(33.938889, -118.504167)",33.938889,-118.504167
2241,"Fairmount Park Aquarium, Philadelphia",Pennsylvania,USA,"(39.9676462, -75.1834573)",39.9676462,-75.1834573
2255,"Fowey Rock Light, Miami",Florida,USA,"(25.7616798, -80.1917902)",25.7616798,-80.1917902
2268,"500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami",Florida,USA,"(25.7616798, -80.1917902)",25.7616798,-80.1917902
2272,Whitewood Point on Lloyd Neck in Oyster Bay,New York,USA,"(40.8656543, -73.5320685)",40.8656543,-73.5320685
2274,"Pearl Harbor Channel, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
2277,"Portuguese Beach at mouth of Salmon Creek, Sonoma County",California,USA,"(38.350472, -123.0622242)",38.350472,-123.0622242
2286,"Ocean Ridge, Boca Raton",Florida,USA,"(26.3683064, -80.1289321)",26.3683064,-80.1289321
2335,8 miles off Newport Beach,California,USA,"(33.6282, -117.934676)",33.6282,-117.934676
2337,"Riviera Beach, near Palm Beach Inlet",Florida,USA,"(26.770726, -80.039254)",26.770726,-80.039254
2338,"12' tank at Steinhart Aquarium, San Francisco",California,USA,"(37.8105652, -122.3689773)",37.8105652,-122.3689773
2340,"Hilton Head, Beaufort County",South Carolina,USA,"(32.216316, -80.752608)",32.216316,-80.752608
2350,"St. Simons Island or Jeykll Island, Glynn County",Georgia,USA,"(31.2624169, -81.6035062)",31.2624169,-81.6035062
2351,30 miles south of San Clemente Island,California,USA,"(32.9028812, -118.4980744)",32.9028812,-118.4980744
2353,"Off Hilton Head, Beaufort County ",South Carolina,USA,"(32.1830464, -80.7175237)",32.1830464,-80.7175237
2358,"Off Andy Bowie Park, Padre Island, near Port Isabel",Texas,USA,"(26.0734119, -97.2085844)",26.0734119,-97.2085844
2360,6 miles north of Palm Beach,Florida,USA,"(26.2145588, -80.0965961)",26.2145588,-80.0965961
2369,2 miles off Santa Catalina Island,California,USA,"(33.3833613, -118.4175764)",33.3833613,-118.4175764
2394,Off Key West,Gulf of Mexico,USA,,,
2401,"Awili, South Kona, Hawai'i",Hawaii,USA,"(19.3459074, -155.791466)",19.3459074,-155.791466
2404,Magens Bay,"St. Thomas, US Virgin Islands",USA,,,
2416,"Snapper Point Jetty, Miami, Dade County",Florida,USA,"(25.7616798, -80.1917902)",25.7616798,-80.1917902
2419,100 miles offshore,Florida coast (Gulf of Mexico),USA,,,
2422,"Biltmore Beach, near Panama City",Florida,USA,"(30.1468106, -85.75512880000001)",30.1468106,-85.75512880000001
2425,8 miles south of Elliot Key< Miami-Dade County,Florida,USA,"(25.7616798, -80.1917902)",25.7616798,-80.1917902
2483,Southern fringe of Gulf Stream,"3 days out of Old Saybrook, Connecticut, 37.04'N, 67.57'W",USA,,,
2488,2 miles off Jupiter,Florida,USA,"(26.873483, -80.07473499999999)",26.873483,-80.07473499999999
2490,5 miles south of Palm Beach,Florida,USA,"(26.2145299, -80.0948172)",26.2145299,-80.0948172
2496,Near US Air Force Base at Elgin,Florida,USA,"(30.69117739999999, -86.5350383)",30.69117739999999,-86.5350383
2511,"Between Palm  & Salerno Inlets, Martin County",Florida,USA,"(27.0804935, -80.4103957)",27.0804935,-80.4103957
2512,"Dana Point, San Clemente",California,USA,"(33.4321413, -117.6329642)",33.4321413,-117.6329642
2519,"Granite Pier, Rockport",Massachusetts,USA,"(42.6677165, -70.6228209)",42.6677165,-70.6228209
2522,60 miles offshore north of San Juan,Puerto Rico,USA,,,
2525,American Shoals off Key West,Florida,USA,"(24.5550593, -81.7799871)",24.5550593,-81.7799871
2536,150 miles southeast of Cape Kennedy,Florida,USA,"(28.3922182, -80.60771319999999)",28.3922182,-80.60771319999999
2537,"In front of Key Biscayne Beach Club, Key Biscayne",Florida,USA,"(25.693713, -80.1628248)",25.693713,-80.1628248
2566,"Pebble Beach, Cypress Point, Monterey County",California,USA,"(36.5798794, -121.9782909)",36.5798794,-121.9782909
2582,"Reeds Bay, Brigantine",New Jersey,USA,"(39.4101171, -74.3645906)",39.4101171,-74.3645906
2589,"South Jetty, Galveston",Texas,USA,"(29.1004796, -95.10343230000001)",29.1004796,-95.10343230000001
2590,"Municipal Bathing area, Riviera Beach",Florida,USA,"(26.7753405, -80.0580969)",26.7753405,-80.0580969
2605,50 miles NE of Honolulu,Hawaii,USA,"(21.4886302, -158.0443275)",21.4886302,-158.0443275
2649,"McArthur Beach, Singer Island, Palm Beach Shores",Florida,USA,"(26.7781183, -80.0355962)",26.7781183,-80.0355962
2677,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",Florida,USA,"(26.7852347, -80.0378219)",26.7852347,-80.0378219
2686,"Stono Inlet, near Charleston, Charleston County",South Carolina,USA,"(32.6304143, -79.9954946)",32.6304143,-79.9954946
2693,Half mile north of Juno Beach Pier,Florida,USA,"(27.6648274, -81.5157535)",27.6648274,-81.5157535
2723,"Pigeon Point, San Mateo County",California,USA,"(37.1818905, -122.3946971)",37.1818905,-122.3946971
2727,"St. Petersburg, Pinnellas County",Florida,USA,"(27.773056, -82.64)",27.773056,-82.64
2729,40 miles south of Nantucket,Massachusetts,USA,"(41.2819612, -70.1051983)",41.2819612,-70.1051983
2730,"North Beach, St. Lucie County",Florida,USA,"(27.333625, -80.3305362)",27.333625,-80.3305362
2731,"Bird Rock, Tomales Point, near Marin County / Sonoma County border",California,USA,"(38.083403, -122.7633036)",38.083403,-122.7633036
2772,"Brennecke Beach, Po'ipu, Kaua'i",Hawaii,USA,"(21.8762603, -159.4537791)",21.8762603,-159.4537791
2791,"Point Purisima, Santa Barbara County",California,USA,"(34.756092, -120.6365603)",34.756092,-120.6365603
2812,"Waihe'e, Wailuku, Maui",Hawaii,USA,"(20.9338889, -156.5147222)",20.9338889,-156.5147222
2818,"Bird Rock, near Tomales Point, Marin County",California,USA,"(38.083403, -122.7633036)",38.083403,-122.7633036
2823,"Waimanu, Honoka'a, Hawai'i",Hawaii,USA,"(20.1497222, -155.6358333)",20.1497222,-155.6358333
2826,"Point Sur, Monterey County",California,USA,"(36.3072232, -121.9024944)",36.3072232,-121.9024944
2829,Cane Bay,"Cane Bay, St. Croix, Virgin Islands",USA,"(17.7719503, -64.8113329)",17.7719503,-64.8113329
2842,"Ho'okipa Beach, Pa'ia, Maui",Hawaii,USA,"(20.9336578, -156.3574037)",20.9336578,-156.3574037
2862,"Kalama Beach, Kihei, Maui",Hawaii,USA,"(20.7317487, -156.4535627)",20.7317487,-156.4535627
2886,Gulf of Mexico,Florida ,USA,"(30.0367543, -84.336621)",30.0367543,-84.336621
2887,"Back River, Savannah Beach",Georgia,USA,"(32.0002152, -80.845666)",32.0002152,-80.845666
2897,"Franklin Point, San Mateo County",California,USA,"(37.1496689, -122.3605292)",37.1496689,-122.3605292
2898,"Franklin Point, San Mateo County",California,USA,"(37.1496689, -122.3605292)",37.1496689,-122.3605292
2900,"North Farallon Island, Farallon Islands",California,USA,"(36.778261, -119.4179324)",36.778261,-119.4179324
